workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0084,1.0,min,mtgp,4133.505197246075,4133.505197246075,4499.493031998302,5702.665948685663,4133.505197246075,4436.297488756215,4499.493031998302,4167.024516137243,4133.505197246075
workflow1,Q1,workflow1_Q1_q0085,1.0,min,mtgp,3969.6599387561323,3969.6599387561323,4308.398453131588,5524.802609090354,3969.6599387561323,4245.6602625045225,4308.398453131588,4001.236026237586,3969.6599387561323
workflow1,Q1,workflow1_Q1_q0086,1.0,min,mtgp,6452.373001473282,6452.373001473282,7070.601907564848,8320.352397445864,6452.373001473282,6984.8637821974735,7070.601907564848,6499.749175596366,6452.373001473282
workflow1,Q1,workflow1_Q1_q0087,1.0,min,mtgp,3560.100059326241,3560.100059326241,3908.6120339684608,5106.1124346624065,3560.100059326241,3860.2751495954026,3908.6120339684608,3589.4215826483273,3560.100059326241
workflow1,Q1,workflow1_Q1_q0088,1.0,min,mtgp,3005.3893120677108,3005.3893120677108,3270.9481350452047,4473.398677249078,3005.3893120677108,3236.124599805645,3270.9481350452047,3029.57136112805,3005.3893120677108
workflow1,Q1,workflow1_Q1_q0089,1.0,min,mtgp,4873.254447896068,4873.254447896068,5300.912191503002,6545.324154412551,4873.254447896068,5249.407495535953,5300.912191503002,4913.966900622544,4873.254447896068
workflow1,Q1,workflow1_Q1_q0090,1.0,min,mtgp,2131.580141001038,2131.580141001038,2340.739274465307,3507.5443310918886,2131.580141001038,2291.9713633789247,2340.739274465307,2148.64217206602,2131.580141001038
workflow1,Q1,workflow1_Q1_q0091,1.0,min,mtgp,1217.609066881496,1217.609066881496,1317.3676273820533,2475.994401987117,1217.609066881496,1292.735558959182,1317.3676273820533,1225.1982600533258,1217.609066881496
workflow1,Q1,workflow1_Q1_q0092,1.0,min,mtgp,3680.4738587234883,3680.4738587234883,4024.636391340318,5228.876765101339,3680.4738587234883,3970.8031661044924,4024.636391340318,3707.8038314431124,3680.4738587234883
workflow1,Q1,workflow1_Q1_q0093,1.0,min,mtgp,3241.240677440017,3241.240677440017,3559.525529649552,4732.313239099554,3241.240677440017,3502.0416349559177,3559.525529649552,3265.8831623045944,3241.240677440017
workflow1,Q1,workflow1_Q1_q0094,1.0,min,mtgp,1902.5658137273167,1902.5658137273167,2065.2694932640798,3231.58445578609,1902.5658137273167,2029.683355143043,2065.2694932640798,1916.219810990379,1902.5658137273167
